,entity_a,entity_b,entity_spans,sentence,Financial,Partner,People,Technical
57,Fortino Capital,Integra Partners,"[(298, 312), (330, 345)]","Moving away from the traditional cyber security model of blocking known and predictable threats, ReaQta leverages deep learning and dynamic behavioral analysis to map the status quo, identify abnormal behavior and protect against new attack techniques- New funding from Alpha Intelligence Capital, Fortino Capital, InvestLink and Integra Partners will be used to expand commercial operationsAMSTERDAM, May 19, 2021 /PRNewswire/ -- ReaQta, a leading provider of advanced cyber security solutions for the autonomous detection and response of cyber threats, has closed an over-subscribed Series A funding round led by Alpha Intelligence Capital with participation from Fortino Capital, InvestLink and Integra ng away from the traditional cyber security model of blocking known and predictable threats, ReaQta leverages deep learning and dynamic behavioral analysis to map the status quo, identify abnormal behavior and protect against new attack techniques- New funding from Alpha Intelligence Capital, Fortino Capital, InvestLink and Integra Partners will be used to expand commercial operationsAMSTERDAM, May 19, 2021 /PRNewswire/ -- ReaQta, a leading provider of advanced cyber security solutions for the autonomous detection and response of cyber threats, has closed an over-subscribed Series A funding round led by Alpha Intelligence Capital with participation from Fortino Capital, InvestLink and Integra Partners. The privately held security startup in May 2021 raised an undisclosed amount of funding from Alpha Intelligence Capital with participation from Fortino Capital, InvestLink and Integra Partners.",1.0,0.0,0.0,0.0
58,Fortino Capital,Asset Integrity Software,"[(66, 80), (202, 225)]","Since beginning a new partnership with European software investor Fortino Capital Partners last December, Cenosco has been taking significant steps to consolidate its position as the market standard in Asset Integrity Software.",0.0,1.0,0.0,0.0
59,Fortino Capital,Securelink,"[(169, 183), (147, 156)]","Story continues""We are extremely proud to partner with AIC, a deep-technology AI investor, and InvestLink, cyber-security veterans and founders of Securelink as well as Fortino Capital a B2B SaaS specialist with operating partner.",1.0,0.0,0.0,0.0
60,Fortino Capital,MC Venture Partners,"[(226, 240), (104, 122)]","The deal was announced in December between Melita's previous shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international investors Apax Partners (France) and Fortino Capital (Belgium) for the acquisition of the company. As announced on 8 December 2015, an agreement was reached between Melita's previous shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international investors Apax Partners (France) and Fortino Capital (Belgium) for the acquisition of the company. Melita announces Apax Partners of France and Fortino Capital of Belgium as new shareholders Melita's Board of Directors announced that an agreement has been reached between Melita's current shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international in",1.0,0.0,0.0,0.0
61,Fortino Capital,Blackrock Communications,"[(226, 240), (125, 148)]","The deal was announced in December between Melita's previous shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international investors Apax Partners (France) and Fortino Capital (Belgium) for the acquisition of the company. As announced on 8 December 2015, an agreement was reached between Melita's previous shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international investors Apax Partners (France) and Fortino Capital (Belgium) for the acquisition of the company. Melita announces Apax Partners of France and Fortino Capital of Belgium as new shareholders Melita's Board of Directors announced that an agreement has been reached between Melita's current shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international in",1.0,0.0,0.0,0.0
62,Fortino Capital,GMT Communications Partners,"[(226, 240), (75, 101)]","The deal was announced in December between Melita's previous shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international investors Apax Partners (France) and Fortino Capital (Belgium) for the acquisition of the company. As announced on 8 December 2015, an agreement was reached between Melita's previous shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international investors Apax Partners (France) and Fortino Capital (Belgium) for the acquisition of the company. Melita announces Apax Partners of France and Fortino Capital of Belgium as new shareholders Melita's Board of Directors announced that an agreement has been reached between Melita's current shareholders (GMT Communications Partners, MC Venture Partners, Blackrock Communications and the Gasan Group) and international in",1.0,0.0,0.0,0.0
63,Fortino Capital,Matthias Vandepitte,"[(377, 391), (508, 526)]","The fragmented market of property management software offers attractive investment propositions, driven by trends in the leisure, home rental and serviced apartments industries in particular.In addition, Maxxton is in the process of rolling out the latest version of its software after reportedly receiving positive reactions from its customers.Now, as a majority shareholder, Fortino Capital will assist the company in its international expansion plans expand and its venture into parallel segments as well.Matthias Vandepitte, partner at Fortino Capital, said: 'We are delighted to support Maxxton with its ambitious growth strategy and we look forward to bringing our expertise in B2B software to Jean-Pierre and his team.'Maxxton founder Mampaey said: 'Over the last two decades, we have built a strong ERP software solution, initially for Roompot and today addressing the complex needs of clients all around the world. ",0.0,0.0,1.0,0.0
64,Fortino Capital,Mampaey,"[(377, 391), (742, 748)]","The fragmented market of property management software offers attractive investment propositions, driven by trends in the leisure, home rental and serviced apartments industries in particular.In addition, Maxxton is in the process of rolling out the latest version of its software after reportedly receiving positive reactions from its customers.Now, as a majority shareholder, Fortino Capital will assist the company in its international expansion plans expand and its venture into parallel segments as well.Matthias Vandepitte, partner at Fortino Capital, said: 'We are delighted to support Maxxton with its ambitious growth strategy and we look forward to bringing our expertise in B2B software to Jean-Pierre and his team.'Maxxton founder Mampaey said: 'Over the last two decades, we have built a strong ERP software solution, initially for Roompot and today addressing the complex needs of clients all around the world. ",0.0,0.0,1.0,0.0
65,Fortino Capital,Jean-Pierre,"[(377, 391), (700, 710)]","The fragmented market of property management software offers attractive investment propositions, driven by trends in the leisure, home rental and serviced apartments industries in particular.In addition, Maxxton is in the process of rolling out the latest version of its software after reportedly receiving positive reactions from its customers.Now, as a majority shareholder, Fortino Capital will assist the company in its international expansion plans expand and its venture into parallel segments as well.Matthias Vandepitte, partner at Fortino Capital, said: 'We are delighted to support Maxxton with its ambitious growth strategy and we look forward to bringing our expertise in B2B software to Jean-Pierre and his team.'Maxxton founder Mampaey said: 'Over the last two decades, we have built a strong ERP software solution, initially for Roompot",0.0,0.0,1.0,0.0
66,Fortino Capital,Kima Ventures,"[(85, 99), (102, 114)]","The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",1.0,0.0,0.0,0.0
67,Fortino Capital,Picus Capital,"[(85, 99), (120, 132)]","The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",1.0,0.0,0.0,0.0
68,Fortino Capital,Flow Traders,"[(85, 99), (71, 82)]","The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",1.0,0.0,0.0,0.0
69,Fortino Capital,LRM,"[(38, 52), (55, 57)]","The round also saw participation from Fortino Capital, LRM, and Innovation Fund.'We loved everything about the founding team: their early product and their ultimate vision from the very first meeting. Belgium-based Timeseer.ai, a startup helping enterprises maintain time-series data quality, has emerged from stealth with $6 million in funding led by Crane Venture Partners, with participation from Smartfin Capital, Fortino Capital, L",1.0,0.0,0.0,0.0
70,Fortino Capital,Innovation Fund,"[(38, 52), (64, 78)]","The round also saw participation from Fortino Capital, LRM, and Innovation Fund.'We loved everything about the founding team: their early product and their ultimate vision from the very first meeting. Belgium-based Timeseer.ai, a startup helping enterprises maintain time-series data quality, has emerged from stealth with $6 million in funding led by Crane Venture Partners, with participation from Smartfin Capital, Fortino Capital, L",1.0,0.0,0.0,0.0
71,Fortino Capital,Peter Mercelis,"[(21, 35), (202, 215)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",1.0,1.0,0.0,0.0
72,Fortino Capital,Layerwise,"[(21, 35), (218, 226)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",1.0,0.0,0.0,0.0
73,Fortino Capital,Samir Hanna,"[(21, 35), (79, 89)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",1.0,1.0,0.0,0.0
74,Fortino Capital,Dries Buytaert,"[(21, 35), (162, 175)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",1.0,1.0,0.0,0.0
75,Fortino Capital,Drupal,"[(21, 35), (178, 183)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",1.0,0.0,0.0,0.0
76,Fortino Capital,Acquia,"[(21, 35), (189, 194)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",1.0,0.0,0.0,0.0
77,Fortino Capital,Ben Schrauwen,"[(21, 35), (95, 107)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise). Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",1.0,1.0,0.0,0.0
78,Fortino Capital,Carl Bass,"[(21, 35), (129, 137)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise). Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",1.0,1.0,0.0,0.0
79,Fortino Capital,Keen Venture Partners,"[(108, 122), (34, 54)]","The round was led by London-based Keen Venture Partners, with participation from PMV and existing investors Fortino Capital and Sage Capital.",1.0,0.0,0.0,0.0
80,Fortino Capital,Sage Capital,"[(108, 122), (128, 139)]","The round was led by London-based Keen Venture Partners, with participation from PMV and existing investors Fortino Capital and Sage Capital.",1.0,0.0,0.0,0.0
81,Fortino Capital,Manifold Investments,"[(133, 147), (241, 260)]","The Series A round was co-led by Luxembourg-based VC fund Alpha Intelligence Capital and Antwerp and Amsterdam-based investment firm Fortino Capital along with participation from existing investors, including Pires, Sure Valley Ventures and Manifold Investments.",1.0,0.0,0.0,0.0
82,Fortino Capital,Serena Capital,"[(80, 94), (241, 254)]","This news follows on the recent announcement of a new investor in Bonitasoft as Fortino Capital Partners, the European B2B software investor, acquired a majority stake in Bonitasoft from former investors including Bpifrance, Auriga Capital, Serena Capital and Ventech. Esta anuncio se produce tras la reciente entrada de un nuevo inversor en Bonitasoft, Fortino Capital Partners, uno de los principales inversores europeos en software B2B, con una participaciï¿½ï¿½ï¿½ï¿½ï¿½ï¿½n mayoritaria en Bonitasoft que adquiriï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ de antiguos inversores como Bpifrance, Auriga Ca",1.0,0.0,0.0,0.0
83,Fortino Capital,Auriga Capital,"[(80, 94), (225, 238)]","This news follows on the recent announcement of a new investor in Bonitasoft as Fortino Capital Partners, the European B2B software investor, acquired a majority stake in Bonitasoft from former investors including Bpifrance, Auriga Capital, Serena Capital and Ventech. * Fortino Capital Partners NV/SA bought a majority stake in Bonitasoft SA from the software company's former investors such as Bpifrance, Auriga Capital, Serena Capital SAS and Ventech SA. Esta anuncio se produce tras la reciente entrada de un nuevo inversor en Bonitasoft, Fortino Capital Partners, uno de los principales inversores europeos en software B2B, con una participaciï¿½ï¿½ï¿½ï¿½ï¿½ï¿½n mayoritaria en Bonitasoft que adquiriï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ de antiguos inversores como Bpifrance, Auriga Ca",1.0,0.0,0.0,0.0
84,Tong Hsing Electronic,Apple,"[(191, 211), (28, 32)]","A list of companies joining Apple’s 3D sensing supply chain has been revealed in a recent report, which includes quite a number of Taiwanese firms, including TSMC, Largan Precision, Foxconn, Tong Hsing Electronic Industries, GSEO, Xintec, and VisEra.",0.0,0.0,0.0,1.0
85,Tong Hsing Electronic,Kingpak Technology,"[(155, 175), (309, 326)]","Tong Hsing, Kingpak to merge into heavyweight CIS packager in Taiwan: A heavyweight CMOS image sensor (CIS) packaging firm will be born in Taiwan soon, as Tong Hsing Electronic Industries, a handset CIS backend and wafer reconstruction specialist, has announced plans to fully acquire automotive CIS packager Kingpak Technology, seeking to increase its economies of scale through a larger product portfolio and strengthen its competitiveness in the market.",1.0,0.0,0.0,0.0
86,Tong Hsing Electronic,Yageo Corp ,"[(0, 20), (86, 95)]","Tong Hsing Electronic Industries Inc (同欣電), an image sensor packaging services arm of Yageo Corp (國巨), yesterday said that the COVID-19 pandemic has not negatively affected demand and it expects revenue to grow by a double-digit percentage year-on-year this quarter, despite it being likely to decline by a single-digit percentage quarter-on-quarter from NT$2.09 billion (US$68.7 million) due to seasonal weakness.",1.0,0.0,0.0,0.0
87,Powertech Technology,"Yield Engineering Systems, Inc.","[(266, 285), (6, 36)]"," YES (Yield Engineering Systems, Inc.), a leading manufacturer of process equipment for semiconductor advanced packaging, life sciences and AR/VR applications, today announced that it has received a volume purchase order for the VertaCure™ XP from Taiwan-based OSAT Powertech Technology,",0.0,0.0,0.0,1.0
88,Powertech Technology,STATS ChiPAC,"[(284, 303), (259, 270)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,1.0,0.0
89,Powertech Technology,JCET,"[(284, 303), (277, 280)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,1.0,0.0
90,Powertech Technology,Ultratech,"[(284, 303), (306, 314)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,1.0,0.0
91,Powertech Technology,Veeco,"[(284, 303), (321, 325)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,1.0,0.0
92,Powertech Technology,Globalfoundries,"[(284, 303), (332, 346)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,1.0,0.0
93,Powertech Technology,SVXR,"[(284, 303), (17, 20)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,1.0,0.0
94,Powertech Technology,Tessera,"[(127, 146), (70, 76)]","Episodic revenues rose from $66 million to $129 million last year, as Tessera settled patent disputes with firms like Taiwan’s Powertech Technology.",0.0,1.0,0.0,0.0
95,Powertech Technology,GreaTek,"[(140, 159), (0, 6)]","GreaTek will start hiking prices later this quarter by a double-digit percentage point,” said Boris Hsieh (謝永達), chief executive officer of Powertech Technology Inc (力成), the parent company of GreaTek.",1.0,0.0,0.0,0.0
96,Powertech Technology,GreaTek Electronics Inc,"[(23, 42), (52, 74)]","D.K. Tsai, chairman of Powertech Technology Inc and GreaTek Electronics Inc, speaks at an online investors’ conference yesterday.",0.0,0.0,1.0,0.0
97,Powertech Technology,Renesas Electronics,"[(16, 35), (80, 98)]",": Backend house Powertech Technology (PTI) will provide automotive chips vendor Renesas Electronics with additional capacity support starting April, as the IDM's backend bumping capacity is constrained by a fire that has halted one of its chip factories in northern Japan, according to industry sources.",0.0,0.0,0.0,1.0
98,Powertech Technology,Intel,"[(162, 181), (5, 9)]","With Intel agreeing to sell its NAND flash and storage business including a manufacturing plant in China's Dalian to SK Hynix, Taiwan's memory backend specialist Powertech Technology (PTI), now with 10% of its revenues contributed by Intel, will have to adjust and enhance its customer mix to offset upcoming loss of orders from the US chipmaker, according to industry sources.",1.0,0.0,0.0,0.0
99,Powertech Technology,Kingston,"[(45, 64), (0, 7)]","Kingston purchases a controlling interest in Powertech Technology, Inc., now the world’s largest back end wafer and chip packaging and testing facility for both DRAM and Flash.",1.0,0.0,0.0,0.0
100,Powertech Technology,Tera Probe,"[(173, 192), (291, 300)]","Botched deals, including Beijing-backed Tsinghua Unigroup's failed bids for Micron, Western Digital and three Taiwanese chip assemblers -- Siliconware Precision Industries, Powertech Technology and ChipMOS. Powertech Technology said on Friday it will buy a 39.6 percent stake in Japan-based Tera Probe from Micron Technology and the entire stake of Micron-owned packaging and testing firm,",1.0,0.0,0.0,0.0
101,Powertech Technology,Micron Technology,"[(0, 19), (59, 75)]","Powertech Technology Inc. (PTI) has signed agreements with Micron Technology Inc. and Micron Memory Japan Inc. to acquire its 39.6% stake in Tera Probe Inc. through a public tender offer bid, and its 100% shares of Micron Akita, an assembly and test plant located in Akita, Japan.",1.0,0.0,0.0,0.0
102,Powertech Technology,Micron Akita Inc,"[(0, 19), (97, 112)]","Powertech Technology Inc. is looking to get its hands on majority stakes both Tera Probe Inc and Micron Akita Inc – an assembly and test plant located in Akita, Japan.",1.0,0.0,0.0,0.0
103,Powertech Technology,PTI,"[(98, 117), (0, 2)]","PTI currently holds 11.6% in Tera Probe and following the tender offer bid (via PTI’s subsidiary, Powertech Technology Japan Ltd). Powertech Technology said on Friday it will buy a 39.6 percent stake in Japan-based Tera Probe from Micron Technology and the entire stake of Micron-owned packaging and testing firm,",1.0,0.0,0.0,0.0
104,Powertech Technology,UTAC Holdings Ltd.,"[(119, 138), (0, 17)]",UTAC Holdings Ltd. says that its affiliate has completed its purchase of the Singapore-based wafer bumping assets from Powertech Technology (Singapore) Pte.,1.0,0.0,0.0,0.0
105,Macronix,Apple ,"[(8, 15), (44, 48)]",Wu said Macronix has secured contracts from Apple Inc’s OLED panel suppliers to supply NOR-flash memory chips used in the high-definition displays for the US company’s latest iPhone 12 series.,0.0,0.0,0.0,1.0
106,Macronix,Cadence Design Systems,"[(96, 103), (54, 75)]","Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",0.0,0.0,1.0,0.0
107,Macronix,Socle Technology,"[(96, 103), (78, 93)]","Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",0.0,0.0,1.0,0.0
108,Macronix,Powerchip Semiconductor,"[(96, 103), (123, 145)]","Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",0.0,0.0,1.0,0.0
109,Macronix,Nanya,"[(140, 147), (17, 21)]","Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",0.0,0.0,1.0,0.0
110,Macronix,Fairchild Semiconductor International Inc,"[(140, 147), (94, 134)]","Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",0.0,0.0,1.0,0.0
111,Macronix,Foxconn,"[(82, 89), (12, 18)]","Last month, Foxconn said it was in discussions to acquire a chipmaking plant from Macronix International Co., a Taiwanese semiconductor company known for its memory chips.",1.0,0.0,0.0,0.0
112,Macronix,Foxconn,"[(1, 8), (33, 39)]", Macronix declined to comment on Foxconn's latest remarks or provide information regarding any other bidders.,1.0,0.0,0.0,0.0
113,Macronix,Huawei Technologies Co,"[(0, 7), (137, 158)]","Macronix International Co (旺宏電子) yesterday said that it would seek approval from the US government to continue supplying memory chips to Huawei Technologies Co (華為), its third-largest client, as Washington is to step up curbs on the Chinese firm’s access to US technology from next month.",0.0,0.0,0.0,1.0
114,Macronix,STMicroelectronics,"[(0, 7), (121, 138)]","Macronix International, a leading integrated device manufacturer in the non-volatile memory (NVM) market, announced that STMicroelectronics (ST) is using Macronix OctaBus flash memory for several STM32 microcontroller (MCU) platforms, including the STM32H72x/73x, STM32L5 and the recently announced STM32U5.",0.0,0.0,0.0,1.0
115,Macronix,SMIC,"[(120, 127), (188, 191)]","Paul Cheng, general manager at Taipei-based brokerage Masterlink Securities, said Taiwan’s Winbond Electronics Corp and Macronix International Co Ltd might now be in a position to acquire SMIC’s NOR flash memory business.",1.0,0.0,0.0,0.0
116,Macronix,Powerchip Semiconductor,"[(135, 142), (60, 82)]","He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",0.0,0.0,1.0,0.0
117,Macronix,United Microelectronics,"[(135, 142), (85, 107)]","He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",0.0,0.0,1.0,0.0
118,Macronix, Media Tek,"[(135, 142), (120, 128)]","He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",0.0,0.0,1.0,0.0
119,Macronix,Sony,"[(21, 28), (111, 114)]","The plant belongs to Macronix International, a global leader in specialty memory chips that supplies Nintendo, Sony and Apple.",0.0,0.0,0.0,1.0
120,Macronix,Tower Semiconductor,"[(9, 16), (97, 115)]","Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",1.0,0.0,0.0,0.0
121,Macronix,UCI,"[(28, 35), (0, 2)]",UCI physicist Jing Xia wins Macronix Prize.,0.0,0.0,1.0,0.0
122,Macronix,Spansion Inc.,"[(0, 7), (35, 47)]",Macronix International Co. Ltd. v. Spansion Inc.[12] dismissed a complaint for failing to meet the Twombly and Iqbalstandards.,0.0,1.0,0.0,0.0
123,Macronix,the U.S. Department of Commerce,"[(0, 7), (55, 85)]","Macronix, Micron, and SK Hynix all recently applied to the U.S. Department of Commerce for licenses to sell electronic components to Huawei.",0.0,1.0,0.0,0.0
124,King Yuan Electronics,Dawning Leading Technology Inc,"[(28, 48), (96, 125)]","IC testing service provider King Yuan Electronics Co (京元電) yesterday announced plans to acquire Dawning Leading Technology Inc (東琳精密), an ailing industry peer 33.5 percent owned by King Yuan, to achieve synergy via a whale-minnow merger.",1.0,0.0,0.0,0.0
125,King Yuan Electronics,HiSilicon,"[(104, 124), (0, 8)]","HiSilicon to ramp up 5nm chip orders with backend houses in 3Q20: Taiwan-based backend houses including King Yuan Electronics (KYEC) will see orders for HiSilicon's 5nm chips for 5G base stations ramp up substantially in the third quarter of 2020 as Huawei's chipmaking arm may adjust its product portfolios for 5nm chips to cover more infrastructure applications, according to industry sources.",0.0,0.0,0.0,1.0
126,King Yuan Electronics,Huawei,"[(135, 155), (28, 33)]","""We previously thought that Huawei would be one of our fastest-growing clients over the next few years,"" said an executive at Taiwan's King Yuan Electronics, a Huawei supplier and the world's top provider of chip-testing services.",0.0,0.0,0.0,1.0
127,King Yuan Electronics,Intel,"[(272, 292), (136, 140)]","At this point, it’s not yet known who’ll make the rest of the chips, but a report by Digitimes and citing industry sources reveals that Intel will build the modems for half of the iPhone 7 series with help from Taiwan Semiconductor Manufacturing Company (TSMC) and tester King Yuan Electronics (KYEC).",0.0,0.0,0.0,1.0
128,Orient Semiconductor Electronics,Supermicro,"[(203, 234), (38, 47)]","The contract manufacturers behind the Supermicro's server motherboards are Universal Scientific Industrial -- a unit of ASE Industrial Holding, the world's biggest chip-packaging company -- Wistron, and Orient Semiconductor Electronics.",0.0,0.0,0.0,1.0
129,Orient Semiconductor Electronics,Chipbond Technology Corp,"[(93, 124), (0, 23)]","Chipbond Technology Corp (頎邦) yesterday said it plans to acquire about a 31 percent stake in Orient Semiconductor Electronics Ltd (華泰電子) in a cash-and-share deal, aiming to make inroads into flash memory-chip packaging.",1.0,0.0,0.0,0.0
130,Orient Semiconductor Electronics,Sparqtron,"[(16, 47), (64, 72)]","A member of the Orient Semiconductor Electronics EMS Operation, Sparqtron provides specialty services in electronics high-mix/low-volume product solutions.",1.0,0.0,0.0,0.0
131,Nuvoton,Arm ,"[(70, 76), (11, 13)]","Several of Arm’s silicon partners, including Analog Devices, Cypress, Nuvoton, NXP, Renesas, Realtek, Samsung, and u-blox, are already actively participating in the working group.",0.0,0.0,0.0,1.0
132,Nuvoton,TowerJazz,"[(158, 164), (0, 8)]","TowerJazz , the global specialty foundry leader, clarifies following recent press releases in connection with the sale of Panasonic semiconductor business to Nuvoton that it will not sell its TPSCo shares and will maintain its 51% ownership and Board control in TPSCo.",1.0,0.0,0.0,0.0
133,Nuvoton,CENTRI,"[(104, 110), (0, 5)]","CENTRI, an Arm® Mbed™ partner, will demonstrate IoTAS data security on the Armv8-M architecture using a Nuvoton Arm Cortex®",0.0,0.0,0.0,1.0
134,Nuvoton,Cadence,"[(67, 73), (111, 117)]","In addition to the Palladium Z1 platform and SpeedBridge Adapters, Nuvoton deploys multiple solutions from the Cadence Verification Suite, including Cadence Xcelium™ Logic Simulation, Verification IP, and the JasperGold® Formal Verification Platform, to improve overall productivity.",0.0,0.0,0.0,1.0
135,Nuvoton,OpenTitan,"[(166, 172), (4, 12)]","But OpenTitan is its own chip architecture and extensive set of schematics developed by engineers at lowRISC, along with partners at ETH Zurich, G+D Mobile Security, Nuvoton Technology, Western Digital, and, of course, Google.",0.0,0.0,0.0,1.0
136,Nuvoton,Motorola,"[(111, 117), (12, 19)]","Since then, Motorola and partners that have built software for the device—including Bintone, Hubble Connected, Nuvoton and CVision—have worked on patches.",0.0,0.0,0.0,1.0
137,Nuvoton,Panasonic Semiconductor Solutions Co.,"[(66, 72), (0, 36)]","Panasonic Semiconductor Solutions Co. (PSCS) will be rebranded as Nuvoton Technology Corporation Japan, reported Anue.. Nuvoton has acquired a 100-percent equity stake in PSCS, which supplies semiconductor-related technologies and products, including image sensors, microcontrollers, and field-effect transistor.",1.0,0.0,0.0,0.0
138,Nuvoton,Green Hills Software,"[(0, 6), (41, 60)]",Nuvoton Technology Corporation Japan and Green Hills Software Deliver Safe and Secure Digital Automotive Instrument Clusters.,0.0,0.0,0.0,1.0
139,Nuvoton,Tower Semiconductor,"[(71, 77), (93, 111)]",The value of the deal that Panasonic has announced excludes the amount Nuvoton would pay for Tower Semiconductor’s stake in the joint venture.,1.0,0.0,0.0,0.0
